lcl|NC_030664.1_cds_XP_017629427.1_1	1062	0	0
lcl|NC_030664.1_cds_XP_017629439.1_2	1287	0	0
lcl|NC_030664.1_cds_XP_017607568.1_3	1077	522	0
lcl|NC_030664.1_cds_XP_017629452.1_4	1302	165	0
lcl|NC_030664.1_cds_XP_017629459.1_5	1923	0	0
lcl|NC_030664.1_cds_XP_017606774.1_6	1050	67	0
lcl|NC_030664.1_cds_XP_017606782.1_7	969	77	0
lcl|NC_030664.1_cds_XP_017606762.1_8	1515	13	0
lcl|NC_030664.1_cds_XP_017629470.1_9	2049	1	0
lcl|NC_030664.1_cds_XP_017614325.1_10	1605	98	0
lcl|NC_030664.1_cds_XP_017641599.1_12	339	6	0
lcl|NC_030664.1_cds_XP_017641071.1_13	603	6	0
lcl|NC_030664.1_cds_XP_017629483.1_14	447	0	0
lcl|NC_030664.1_cds_XP_017614238.1_15	1923	22	0
lcl|NC_030664.1_cds_XP_017614225.1_16	1992	30	0
lcl|NC_030664.1_cds_XP_017647775.1_18	573	3	0
lcl|NC_030664.1_cds_XP_017643778.1_19	945	21	0
lcl|NC_030664.1_cds_XP_017622063.1_20	1383	86	0
lcl|NC_030664.1_cds_XP_017627553.1_21	1437	136	0
lcl|NC_030664.1_cds_XP_017616826.1_22	2139	16	0
lcl|NC_030664.1_cds_XP_017622117.1_23	786	40	0
lcl|NC_030664.1_cds_XP_017628845.1_24	2184	27	0
lcl|NC_030664.1_cds_XP_017607461.1_26	1554	107	0
lcl|NC_030664.1_cds_XP_017607467.1_27	1287	63	0
lcl|NC_030664.1_cds_XP_017607450.1_28	2271	154	0
lcl|NC_030664.1_cds_XP_017645782.1_29	1914	60	0
lcl|NC_030664.1_cds_XP_017642173.1_30	282	10	0
lcl|NC_030664.1_cds_XP_017645635.1_32	2175	12	0
lcl|NC_030664.1_cds_XP_017627672.1_33	1863	16	0
lcl|NC_030664.1_cds_XP_017613023.1_34	1428	67	0
lcl|NC_030664.1_cds_XP_017645360.1_35	1050	0	0
lcl|NC_030664.1_cds_XP_017629495.1_36	411	0	0
lcl|NC_030664.1_cds_XP_017623003.1_37	1059	81	0
lcl|NC_030664.1_cds_XP_017622995.1_38	1104	83	0
lcl|NC_030664.1_cds_XP_017625775.1_39	1464	16	0
lcl|NC_030664.1_cds_XP_017614730.1_42	621	76	0
lcl|NC_030664.1_cds_XP_017646521.1_43	564	0	0
lcl|NC_030664.1_cds_XP_017610369.1_45	1239	16	0
lcl|NC_030664.1_cds_XP_017610378.1_46	1203	27	0
lcl|NC_030664.1_cds_XP_017623911.1_49	966	69	0
lcl|NC_030664.1_cds_XP_017629506.1_50	843	0	0
lcl|NC_030664.1_cds_XP_017604989.1_51	3252	198	0
lcl|NC_030664.1_cds_XP_017629515.1_53	1146	0	0
lcl|NC_030664.1_cds_XP_017647739.1_54	462	0	0
lcl|NC_030664.1_cds_XP_017615031.1_55	1986	267	0
lcl|NC_030664.1_cds_XP_017609302.1_56	2220	243	0
lcl|NC_030664.1_cds_XP_017604177.1_58	1926	87	0
lcl|NC_030664.1_cds_XP_017629147.1_59	1542	31	0
lcl|NC_030664.1_cds_XP_017643214.1_61	735	19	0
lcl|NC_030664.1_cds_XP_017647972.1_64	2946	0	0
lcl|NC_030664.1_cds_XP_017642677.1_65	993	27	0
lcl|NC_030664.1_cds_XP_017641346.1_74	1419	24	0
lcl|NC_030664.1_cds_XP_017629313.1_75	1410	46	0
lcl|NC_030664.1_cds_XP_017629318.1_76	507	53	0
lcl|NC_030664.1_cds_XP_017645449.1_77	648	4	0
lcl|NC_030664.1_cds_XP_017629265.1_78	3021	70	0
lcl|NC_030664.1_cds_XP_017641045.1_79	1776	80	0
lcl|NC_030664.1_cds_XP_017629547.1_80	2376	1	0
lcl|NC_030664.1_cds_XP_017644642.1_81	1512	0	0
lcl|NC_030664.1_cds_XP_017622273.1_82	1245	133	0
lcl|NC_030664.1_cds_XP_017623586.1_83	1041	64	0
lcl|NC_030664.1_cds_XP_017623579.1_84	1137	94	0
lcl|NC_030664.1_cds_XP_017609450.1_85	231	24	0
lcl|NC_030664.1_cds_XP_017609321.1_87	441	1	0
lcl|NC_030664.1_cds_XP_017643917.1_89	1053	0	0
lcl|NC_030664.1_cds_XP_017624193.1_90	1269	2	0
lcl|NC_030664.1_cds_XP_017614420.1_91	1143	144	0
lcl|NC_030664.1_cds_XP_017648089.1_92	762	0	0
lcl|NC_030664.1_cds_XP_017645196.1_93	1683	169	0
lcl|NC_030664.1_cds_XP_017629577.1_94	522	0	0
lcl|NC_030664.1_cds_XP_017643759.1_95	678	33	0
lcl|NC_030664.1_cds_XP_017624768.1_97	657	84	0
lcl|NC_030664.1_cds_XP_017627812.1_99	2919	8	0
lcl|NC_030664.1_cds_XP_017618340.1_100	369	91	0
lcl|NC_030664.1_cds_XP_017629588.1_101	1332	0	0
lcl|NC_030664.1_cds_XP_017605987.1_102	906	102	0
lcl|NC_030664.1_cds_XP_017631512.1_103	1578	64	0
lcl|NC_030664.1_cds_XP_017625327.1_104	1044	76	0
lcl|NC_030664.1_cds_XP_017639784.1_106	915	0	0
lcl|NC_030664.1_cds_XP_017642497.1_107	801	13	0
lcl|NC_030664.1_cds_XP_017649736.1_108	1425	190	0
lcl|NC_030664.1_cds_XP_017629337.1_109	942	126	0
lcl|NC_030664.1_cds_XP_017642460.1_111	459	11	0
lcl|NC_030664.1_cds_XP_017606058.1_112	2217	42	0
lcl|NC_030664.1_cds_XP_017606065.1_113	2097	24	0
lcl|NC_030664.1_cds_XP_017629610.1_114	561	8	0
lcl|NC_030664.1_cds_XP_017629620.1_115	678	0	0
lcl|NC_030664.1_cds_XP_017609008.1_116	3825	117	0
lcl|NC_030664.1_cds_XP_017627276.1_117	780	41	0
lcl|NC_030664.1_cds_XP_017623751.1_118	576	115	0
lcl|NC_030664.1_cds_XP_017629630.1_119	3609	1	0
lcl|NC_030664.1_cds_XP_017618852.1_120	1131	47	0
lcl|NC_030664.1_cds_XP_017647732.1_122	1575	1	0
lcl|NC_030664.1_cds_XP_017629649.1_123	1305	3	0
lcl|NC_030664.1_cds_XP_017638339.1_124	1143	154	0
lcl|NC_030664.1_cds_XP_017644551.1_125	336	162	0
lcl|NC_030664.1_cds_XP_017625745.1_126	1035	0	0
lcl|NC_030664.1_cds_XP_017625087.1_127	645	70	0
lcl|NC_030664.1_cds_XP_017629660.1_128	1599	1	0
lcl|NC_030664.1_cds_XP_017617121.1_129	801	54	0
lcl|NC_030664.1_cds_XP_017622717.1_130	1509	18	0
lcl|NC_030664.1_cds_XP_017643343.1_132	354	6	0
lcl|NC_030664.1_cds_XP_017608271.1_135	1392	166	0
lcl|NC_030664.1_cds_XP_017612113.1_136	3819	55	0
lcl|NC_030664.1_cds_XP_017642841.1_139	1416	20	0
lcl|NC_030664.1_cds_XP_017642801.1_140	1089	10	0
lcl|NC_030664.1_cds_XP_017646334.1_142	636	3	0
lcl|NC_030664.1_cds_XP_017639948.1_143	426	4	0
lcl|NC_030664.1_cds_XP_017626861.1_144	966	38	0
lcl|NC_030664.1_cds_XP_017628099.1_145	966	18	0
lcl|NC_030664.1_cds_XP_017609283.1_147	4608	76	0
lcl|NC_030664.1_cds_XP_017646363.1_148	909	12	0
lcl|NC_030664.1_cds_XP_017649929.1_150	672	63	0
lcl|NC_030664.1_cds_XP_017649943.1_151	348	2	0
lcl|NC_030664.1_cds_XP_017649954.1_152	390	1305	0
lcl|NC_030664.1_cds_XP_017629671.1_153	1185	0	0
lcl|NC_030664.1_cds_XP_017649968.1_154	714	782	0
lcl|NC_030664.1_cds_XP_017644275.1_155	339	6	0
lcl|NC_030664.1_cds_XP_017629681.1_156	267	0	0
lcl|NC_030664.1_cds_XP_017647708.1_157	984	0	0
lcl|NC_030664.1_cds_XP_017623995.1_158	780	240	0
lcl|NC_030664.1_cds_XP_017627637.1_159	765	0	0
lcl|NC_030664.1_cds_XP_017607020.1_160	3291	245	0
lcl|NC_030664.1_cds_XP_017612729.1_161	738	4	0
lcl|NC_030664.1_cds_XP_017612719.1_162	846	41	0
lcl|NC_030664.1_cds_XP_017625503.1_163	357	72	0
lcl|NC_030664.1_cds_XP_017643544.1_164	642	1	0
lcl|NC_030664.1_cds_XP_017643554.1_165	321	1	0
lcl|NC_030664.1_cds_XP_017622342.1_166	1146	12	0
lcl|NC_030664.1_cds_XP_017612677.1_169	1515	85	0
lcl|NC_030664.1_cds_XP_017631914.1_170	2271	199	0
lcl|NC_030664.1_cds_XP_017605275.1_171	387	23	0
lcl|NC_030664.1_cds_XP_017629704.1_172	1914	1	0
lcl|NC_030664.1_cds_XP_017640323.1_173	786	409	0
lcl|NC_030664.1_cds_XP_017612708.1_174	1470	82	0
lcl|NC_030664.1_cds_XP_017612580.1_175	1191	66	0
lcl|NC_030664.1_cds_XP_017624183.1_176	681	156	0
lcl|NC_030664.1_cds_XP_017645369.1_177	669	0	0
lcl|NC_030664.1_cds_XP_017602790.1_178	774	1029	0
lcl|NC_030664.1_cds_XP_017602778.1_179	3360	149	0
lcl|NC_030664.1_cds_XP_017606145.1_180	3795	329	0
lcl|NC_030664.1_cds_XP_017640538.1_181	567	135	0
lcl|NC_030664.1_cds_XP_017629715.1_182	468	2	0
lcl|NC_030664.1_cds_XP_017640101.1_183	2832	24	0
lcl|NC_030664.1_cds_XP_017644560.1_184	474	0	0
lcl|NC_030664.1_cds_XP_017644515.1_185	375	14	0
lcl|NC_030664.1_cds_XP_017639660.1_186	2397	5	0
lcl|NC_030664.1_cds_XP_017614086.1_187	2505	110	0
lcl|NC_030664.1_cds_XP_017642541.1_190	1464	1	0
lcl|NC_030664.1_cds_XP_017645661.1_191	2241	71	0
lcl|NC_030664.1_cds_XP_017604689.1_192	5535	136	0
lcl|NC_030664.1_cds_XP_017629724.1_195	1551	2	0
lcl|NC_030664.1_cds_XP_017609729.1_196	1578	109	0
lcl|NC_030664.1_cds_XP_017625874.1_197	990	54	0
lcl|NC_030664.1_cds_XP_017622527.1_198	384	5	0
lcl|NC_030664.1_cds_XP_017622519.1_199	480	4	0
lcl|NC_030664.1_cds_XP_017636328.1_200	1782	26	0
lcl|NC_030664.1_cds_XP_017636397.1_201	1761	30	0
lcl|NC_030664.1_cds_XP_017604393.1_203	5340	318	0
lcl|NC_030664.1_cds_XP_017604454.1_207	687	289	0
lcl|NC_030664.1_cds_XP_017604447.1_208	696	138	0
lcl|NC_030664.1_cds_XP_017647700.1_209	645	6	0
lcl|NC_030664.1_cds_XP_017622593.1_210	1626	20	0
lcl|NC_030664.1_cds_XP_017622600.1_211	1596	13	0
lcl|NC_030664.1_cds_XP_017639792.1_212	423	59	0
lcl|NC_030664.1_cds_XP_017639823.1_213	417	18	0
lcl|NC_030664.1_cds_XP_017648932.1_214	1269	2	0
